unifs_originalFP;unifs_ecceFP;var0;var1;formula
30;40;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (S (O))))))
28;36;true;true;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
28;36;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Var (O)))))
31;38;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Neg (Neg (Var (O))))))
33;45;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Disj (Var (O), Var (O)))))
35;49;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
33;42;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O)))))
38;48;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Neg (Var (S (O)))))))
41;50;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))))
41;50;true;false;Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O)))))
25;34;true;false;Conj (Var (O), Neg (Conj (Var (O), Var (S (O)))))
28;36;true;true;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (S (O))))))
26;32;true;_;Conj (Var (O), Neg (Conj (Var (O), Neg (Var (O)))))
33;45;true;false;Conj (Var (O), Neg (Conj (Var (O), Conj (Var (S (O)), Var (O)))))
30;40;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (S (O)))))
28;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (S (O))), Var (O))))
28;36;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
28;36;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (S (O)))))
26;32;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O))))
31;38;true;false;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (S (O))))))
29;34;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Neg (Var (O)))))
36;44;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Conj (Var (S (O)), Var (O)))))
36;44;true;true;Conj (Var (O), Neg (Conj (Neg (Var (O)), Conj (Var (O), Var (S (O))))))
34;40;true;_;Conj (Var (O), Neg (Conj (Neg (Var (O)), Conj (Var (O), Var (O)))))
24;36;true;true;Conj (Var (O), Disj (Var (S (O)), Var (S (O))))
22;32;true;true;Conj (Var (O), Disj (Var (S (O)), Var (O)))
22;32;true;false;Conj (Var (O), Disj (Var (S (O)), Var (O)))
27;38;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
27;38;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Var (S (O)))))
25;34;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Var (O))))
28;36;true;true;Conj (Var (O), Disj (Var (S (O)), Neg (Neg (Var (O)))))
28;36;true;false;Conj (Var (O), Disj (Var (S (O)), Neg (Neg (Var (O)))))
30;43;true;true;Conj (Var (O), Disj (Var (S (O)), Disj (Var (O), Var (O))))
30;43;true;false;Conj (Var (O), Disj (Var (S (O)), Disj (Var (O), Var (O))))
34;48;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;40;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
30;40;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O))))
35;46;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Neg (Var (S (O))))))
38;48;true;true;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
38;48;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
38;48;true;false;Conj (Var (O), Disj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
22;32;true;true;Conj (Var (O), Disj (Var (O), Var (S (O))))
22;32;true;false;Conj (Var (O), Disj (Var (O), Var (S (O))))
20;28;true;_;Conj (Var (O), Disj (Var (O), Var (O)))
25;34;true;true;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
25;34;true;false;Conj (Var (O), Disj (Var (O), Neg (Var (S (O)))))
23;30;true;_;Conj (Var (O), Disj (Var (O), Neg (Var (O))))
28;36;true;true;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (S (O))))))
28;36;true;false;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (S (O))))))
26;32;true;_;Conj (Var (O), Disj (Var (O), Neg (Neg (Var (O)))))
33;45;true;false;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
31;38;true;_;Conj (Var (O), Disj (Var (O), Neg (Conj (Var (O), Var (O)))))
32;44;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (S (O)))))
30;43;true;true;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (O))))
30;43;true;false;Conj (Var (O), Disj (Var (O), Disj (Var (S (O)), Var (O))))
30;43;true;true;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (S (O)))))
28;39;true;_;Conj (Var (O), Disj (Var (O), Disj (Var (O), Var (O))))
32;44;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;40;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
30;43;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O))))
38;48;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
30;40;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O)))))
28;36;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O))))
33;42;true;false;Conj (Var (O), Disj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
38;48;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
38;48;true;true;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;44;true;_;Conj (Var (O), Disj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
36;44;true;_;Conj (Var (O), Disj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
27;38;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
27;38;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (S (O))))
25;34;true;true;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
25;34;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Var (O)))
33;42;true;false;Conj (Var (O), Disj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
25;34;true;true;Conj (Var (O), Disj (Neg (Var (O)), Var (S (O))))
23;30;true;_;Conj (Var (O), Disj (Neg (Var (O)), Var (O)))
28;36;true;false;Conj (Var (O), Disj (Neg (Var (O)), Neg (Var (S (O)))))
33;42;true;true;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (S (O)), Var (O))))
33;42;true;true;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (S (O)))))
31;38;true;_;Conj (Var (O), Disj (Neg (Var (O)), Conj (Var (O), Var (O))))
32;44;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (S (O))))
30;40;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (S (O))), Var (O)))
30;40;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
30;40;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (S (O))))
28;36;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O)))
33;42;true;false;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
31;38;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Neg (Var (O))))
38;48;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
38;48;true;true;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
36;44;true;_;Conj (Var (O), Disj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
24;33;true;true;Conj (Var (O), Conj (Var (S (O)), Var (S (O))))
22;29;true;true;Conj (Var (O), Conj (Var (S (O)), Var (O)))
30;37;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
28;33;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O)))))
36;41;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Conj (Var (O), Var (O))))))
36;44;true;true;Conj (Var (O), Conj (Var (S (O)), Neg (Conj (Neg (Var (O)), Var (O)))))
34;48;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O)))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
32;44;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (S (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O))))
38;48;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Conj (Var (O), Var (O)))))
33;42;true;true;Conj (Var (O), Conj (Var (S (O)), Disj (Neg (Var (O)), Var (O))))
34;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O))))
42;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
42;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
32;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O)))))
30;37;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))
36;41;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Neg (Neg (Var (O))))))
38;48;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Disj (Var (O), Var (O)))))
42;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
46;53;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (S (O))), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
38;45;true;true;Conj (Var (O), Conj (Var (S (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
22;29;true;true;Conj (Var (O), Conj (Var (O), Var (S (O))))
20;25;true;_;Conj (Var (O), Conj (Var (O), Var (O)))
25;31;true;false;Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))
28;33;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O))))))
26;29;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O)))))
31;35;true;false;Conj (Var (O), Conj (Var (O), Neg (Neg (Neg (Var (S (O)))))))
36;41;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (S (O)), Var (O))))))
36;41;true;true;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (S (O)))))))
34;37;true;_;Conj (Var (O), Conj (Var (O), Neg (Neg (Conj (Var (O), Var (O))))))
35;43;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Var (S (O))))))
36;41;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Var (S (O)), Neg (Var (O))))))
36;41;true;false;Conj (Var (O), Conj (Var (O), Neg (Disj (Neg (Var (O)), Var (S (O))))))
35;46;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (S (O))))))
33;42;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O)))))
41;50;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Conj (Var (O), Var (O))))))
33;42;true;false;Conj (Var (O), Conj (Var (O), Neg (Conj (Var (O), Var (S (O))))))
34;40;true;_;Conj (Var (O), Conj (Var (O), Neg (Conj (Neg (Var (O)), Var (O)))))
32;44;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (S (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
30;40;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O)))))
38;48;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Conj (Var (O), Var (O)))))
30;40;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
30;40;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O)))))
28;36;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O))))
33;42;true;false;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (S (O))))))
31;38;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Neg (Var (O)))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (S (O)), Var (O)))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (S (O))))))
36;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Var (O), Conj (Var (O), Var (O)))))
33;42;true;true;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (S (O)))))
31;38;true;_;Conj (Var (O), Conj (Var (O), Disj (Neg (Var (O)), Var (O))))
36;44;true;_;Conj (Var (O), Conj (Var (O), Disj (Conj (Var (O), Var (O)), Var (O))))
32;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O)))))
30;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))
36;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Neg (Neg (Var (O))))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Disj (Var (O), Var (O)))))
42;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (S (O)), Var (O)))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Conj (Var (O), Var (O))))))
30;37;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))
28;33;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))
33;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O))))))
36;41;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (S (O)))))))
34;37;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Neg (Var (O))))))
41;50;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Conj (Var (S (O)), Var (O))))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O)))))
38;48;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (S (O)), Var (O)))))
38;48;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (S (O))))))
36;44;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Disj (Var (O), Var (O)))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (S (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Conj (Var (O), Var (O))))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O))))))
36;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O)))))
41;47;true;false;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Neg (Var (S (O)))))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (S (O)), Var (O))))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (S (O)))))))
44;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Var (O), Var (O))))))
44;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))))
33;39;true;false;Conj (Var (O), Conj (Var (O), Conj (Neg (Var (S (O))), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O)))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O))))
38;45;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O)))))
36;41;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O))))
41;47;true;false;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O))))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O)))))
46;53;true;true;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O))))))
44;49;true;_;Conj (Var (O), Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O)))))
25;31;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Var (O)))
30;37;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
31;35;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Neg (Neg (Var (O)))))
33;42;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Disj (Var (O), Var (O))))
33;39;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Var (O))))
41;47;true;false;Conj (Var (O), Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O)))))
32;41;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (S (O))))
30;37;true;true;Conj (Var (O), Conj (Conj (Var (S (O)), Var (O)), Var (O)))
32;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (S (O))))
30;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Var (O)))
40;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (S (O)), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (S (O)))))
38;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (S (O))), Conj (Var (O), Var (O))))
30;37;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (S (O))))
28;33;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Var (O)))
33;39;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Var (S (O)))))
36;41;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (S (O))))))
34;37;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Neg (Var (O)))))
41;50;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Neg (Conj (Var (S (O)), Var (O)))))
38;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O))))
38;48;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (S (O)), Var (O))))
38;48;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (S (O)))))
36;44;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Disj (Var (O), Var (O))))
40;49;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (S (O)))))
38;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Var (O))))
46;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (S (O)), Conj (Var (O), Var (O)))))
38;45;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (S (O)))))
36;41;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Var (O))))
41;47;true;false;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Neg (Var (S (O))))))
46;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (S (O)), Var (O)))))
46;53;true;true;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (S (O))))))
44;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Var (O), Conj (Var (O), Var (O)))))
44;49;true;_;Conj (Var (O), Conj (Conj (Var (O), Var (O)), Conj (Conj (Var (O), Var (O)), Var (O))))
17;23;true;false;Conj (Neg (Var (S (O))), Var (O))
22;29;_;false;Conj (Neg (Var (S (O))), Neg (Var (S (O))))
20;25;false;false;Conj (Neg (Var (S (O))), Neg (Var (O)))
23;27;true;false;Conj (Neg (Var (S (O))), Neg (Neg (Var (O))))
28;33;false;false;Conj (Neg (Var (S (O))), Neg (Disj (Var (O), Var (O))))
25;34;true;false;Conj (Neg (Var (S (O))), Disj (Var (O), Var (O)))
25;31;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Var (O)))
30;37;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Neg (Var (S (O)))))
33;39;true;false;Conj (Neg (Var (S (O))), Conj (Var (O), Conj (Var (O), Var (O))))
31;35;false;false;Conj (Neg (Var (S (O))), Conj (Neg (Var (O)), Neg (Var (O))))
33;39;true;false;Conj (Neg (Var (S (O))), Conj (Conj (Var (O), Var (O)), Var (O)))
17;23;false;true;Conj (Neg (Var (O)), Var (S (O)))
20;25;false;false;Conj (Neg (Var (O)), Neg (Var (S (O))))
18;21;false;_;Conj (Neg (Var (O)), Neg (Var (O)))
23;27;false;true;Conj (Neg (Var (O)), Neg (Neg (Var (S (O)))))
26;29;false;false;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (S (O))))))
24;25;false;_;Conj (Neg (Var (O)), Neg (Neg (Neg (Var (O)))))
33;39;false;true;Conj (Neg (Var (O)), Neg (Neg (Conj (Var (S (O)), Var (S (O))))))
30;37;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (S (O)))))
28;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (S (O)), Var (O))))
28;33;false;false;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (S (O)))))
26;29;false;_;Conj (Neg (Var (O)), Neg (Disj (Var (O), Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
28;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (S (O)), Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
28;36;false;false;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (S (O)))))
26;32;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Var (O))))
29;34;false;_;Conj (Neg (Var (O)), Neg (Conj (Var (O), Neg (Var (O)))))
27;38;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (S (O))))
25;34;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Var (O)))
28;36;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Neg (Var (O))))
37;50;false;true;Conj (Neg (Var (O)), Disj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
25;34;false;true;Conj (Neg (Var (O)), Disj (Var (O), Var (S (O))))
26;32;false;_;Conj (Neg (Var (O)), Disj (Var (O), Neg (Var (O))))
28;36;false;true;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (S (O))))
26;32;false;_;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Var (O)))
29;34;false;_;Conj (Neg (Var (O)), Disj (Neg (Var (O)), Neg (Var (O))))
27;35;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O))))
28;33;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O))))
33;39;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Neg (Var (S (O))))))
36;41;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Disj (Var (O), Var (O)))))
37;50;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Disj (Var (S (O)), Var (S (O)))))
35;46;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Disj (Var (S (O)), Var (O))))
37;47;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O)))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Neg (Var (O)))))
47;59;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Var (S (O)), Conj (Var (S (O)), Var (S (O))))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Var (S (O)))))
39;43;false;true;Conj (Neg (Var (O)), Conj (Var (S (O)), Conj (Neg (Var (O)), Neg (Var (O)))))
33;39;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (S (O)))))
31;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (S (O))), Neg (Var (O))))
28;33;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Var (S (O))))
31;35;false;false;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (S (O)))))
29;31;false;_;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Neg (Var (O))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Var (S (O)))))
39;43;false;true;Conj (Neg (Var (O)), Conj (Neg (Var (O)), Conj (Var (S (O)), Neg (Var (O)))))
37;47;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O))))
38;45;false;true;Conj (Neg (Var (O)), Conj (Conj (Var (S (O)), Var (S (O))), Neg (Var (O))))
26;37;_;true;Conj (Conj (Var (S (O)), Var (S (O))), Var (S (O)))
